[P1] Ep 164: Loss 0.2426 | Val MAE 1.8692
[P1] Ep 165: Loss 0.2370 | Val MAE 1.7969
[P1] Ep 166: Loss 0.2334 | Val MAE 1.7184
[P1] Ep 167: Loss 0.2299 | Val MAE 1.7750
[P1] Ep 168: Loss 0.2326 | Val MAE 1.7107
[P1] Ep 169: Loss 0.2383 | Val MAE 1.7369
[P1] Ep 170: Loss 0.2284 | Val MAE 1.8577
[P1] Ep 171: Loss 0.2278 | Val MAE 1.8988
[P1] Ep 172: Loss 0.2255 | Val MAE 1.8467
[P1] Ep 173: Loss 0.2277 | Val MAE 1.7866
[P1] Ep 174: Loss 0.2217 | Val MAE 1.8271
[P1] Ep 175: Loss 0.2134 | Val MAE 1.8192
[P1] Ep 176: Loss 0.2229 | Val MAE 1.8292
[P1] Ep 177: Loss 0.2124 | Val MAE 1.7753
[P1] Ep 178: Loss 0.2145 | Val MAE 1.8748
[P1] Ep 179: Loss 0.2160 | Val MAE 1.7903
[P1] Ep 180: Loss 0.2199 | Val MAE 1.8009
[P1] Ep 181: Loss 0.2095 | Val MAE 1.8877
[P1] Ep 182: Loss 0.2158 | Val MAE 1.8312
[P1] Ep 183: Loss 0.2102 | Val MAE 1.8593
[P1] Ep 184: Loss 0.2102 | Val MAE 1.9647
[P1] Ep 185: Loss 0.2078 | Val MAE 1.8878
[P1] Ep 186: Loss 0.2012 | Val MAE 1.8199
[P1] Ep 187: Loss 0.2086 | Val MAE 1.9213
[P1] Ep 188: Loss 0.2083 | Val MAE 1.9696
[P1] Ep 189: Loss 0.2023 | Val MAE 1.9809
[P1] Ep 190: Loss 0.2086 | Val MAE 1.8166
[P1] Ep 191: Loss 0.2006 | Val MAE 1.8489
[P1] Ep 192: Loss 0.1989 | Val MAE 1.8445
[P1] Ep 193: Loss 0.1934 | Val MAE 1.8174
[P1] Ep 194: Loss 0.1962 | Val MAE 1.8986
[P1] Ep 195: Loss 0.1959 | Val MAE 1.8878
[P1] Ep 196: Loss 0.1909 | Val MAE 1.9020
[P1] Ep 197: Loss 0.1945 | Val MAE 1.7958
[P1] Ep 198: Loss 0.1930 | Val MAE 1.9017
[P1] Ep 199: Loss 0.1901 | Val MAE 1.8826
[P1] Ep 200: Loss 0.1886 | Val MAE 1.8167

=== Phase 2: Target Fine-tuning ===
Freezing backbone layers...
[FT] Ep 1: Loss 7.6786 | Val MAE 1.4287 CI 0.6433
[FT] Ep 2: Loss 7.3252 | Val MAE 1.3863 CI 0.6550
[FT] Ep 3: Loss 7.1876 | Val MAE 1.3482 CI 0.6491
[FT] Ep 4: Loss 6.8624 | Val MAE 1.3148 CI 0.6491
[FT] Ep 5: Loss 6.8140 | Val MAE 1.2954 CI 0.6550
