formula,target,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber
Br2Nb1O1,1.843987,8.000000,41.000000,33.000000,29.750000,10.875000,35.000000,47.000000,95.000000,48.000000,81.000000,17.000000,95.000000,15.999400,92.906380,76.906980,67.178445,25.589523,79.904000,54.800000,2750.000000,2695.200000,834.100000,957.950000,265.800000,5.000000,17.000000,12.000000,13.750000,4.375000,17.000000,2.000000,5.000000,3.000000,3.750000,0.875000,4.000000,66.000000,164.000000,98.000000,117.500000,25.750000,120.000000,1.600000,3.440000,1.840000,2.740000,0.570000,2.960000,1.000000,2.000000,1.000000,1.750000,0.375000,2.000000,0.000000,5.000000,5.000000,3.500000,1.750000,5.000000,0.000000,10.000000,10.000000,6.000000,4.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.000000,17.000000,12.000000,11.250000,5.750000,17.000000,0.000000,1.000000,1.000000,0.250000,0.375000,0.000000,0.000000,2.000000,2.000000,1.000000,0.500000,1.000000,6.000000,6.000000,1.500000,2.250000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,7.000000,6.000000,2.750000,2.125000,1.000000,9.105000,29.480000,20.375000,21.561250,7.918750,29.480000,0.000000,1.457000,1.457000,0.728500,0.728500,1.457000,0.000000,0.000000,0.000000,0.000000,0.000000,12.000000,229.000000,217.000000,92.250000,68.375000,64.000000
Cl6Cs2Pt1,3.401573,17.000000,78.000000,61.000000,32.222222,20.296296,17.000000,5.000000,94.000000,89.000000,70.777778,30.962963,94.000000,35.453000,195.084000,159.631000,74.845878,52.523838,35.453000,171.600000,2041.400000,1869.800000,408.242222,362.923951,171.600000,1.000000,17.000000,16.000000,12.666667,5.777778,17.000000,3.000000,6.000000,3.000000,4.000000,1.333333,3.000000,102.000000,244.000000,142.000000,137.333333,47.407407,102.000000,0.790000,3.160000,2.370000,2.535556,0.832593,3.160000,1.000000,2.000000,1.000000,1.666667,0.444444,2.000000,0.000000,5.000000,5.000000,3.333333,2.222222,5.000000,0.000000,9.000000,9.000000,1.000000,1.777778,0.000000,0.000000,14.000000,14.000000,1.555556,2.765432,0.000000,1.000000,24.000000,23.000000,7.555556,3.654321,7.000000,0.000000,1.000000,1.000000,0.333333,0.444444,0.000000,0.000000,1.000000,1.000000,0.666667,0.444444,1.000000,1.000000,1.000000,0.111111,0.197531,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,2.000000,1.000000,1.111111,0.197531,1.000000,15.020000,115.765000,100.745000,43.726111,32.017284,24.497500,0.000000,2.493000,2.493000,1.662000,1.108000,2.493000,0.000000,0.000000,0.000000,0.000000,0.000000,64.000000,229.000000,165.000000,118.555556,72.740741,64.000000
O4Sn2Ti1,1.760334,8.000000,50.000000,42.000000,22.000000,16.000000,8.000000,43.000000,87.000000,44.000000,78.714286,10.204082,87.000000,15.999400,118.710000,102.710600,49.897800,39.321257,15.999400,54.800000,1941.000000,1886.200000,452.908571,454.981224,54.800000,4.000000,16.000000,12.000000,13.714286,2.775510,16.000000,2.000000,5.000000,3.000000,3.142857,1.306122,2.000000,66.000000,160.000000,94.000000,100.285714,39.183673,66.000000,1.540000,3.440000,1.900000,2.745714,0.793469,3.440000,2.000000,2.000000,0.000000,2.000000,0.000000,2.000000,0.000000,4.000000,4.000000,2.857143,1.306122,4.000000,0.000000,10.000000,10.000000,3.142857,3.918367,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.000000,14.000000,10.000000,8.000000,3.428571,6.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.000000,4.000000,2.285714,0.979592,2.000000,8.000000,8.000000,1.142857,1.959184,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,8.000000,6.000000,3.428571,1.632653,2.000000,9.105000,33.285000,24.180000,17.097143,9.250204,9.105000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000023,0.000023,0.000003,0.000006,0.000000,12.000000,194.000000,182.000000,74.857143,71.836735,12.000000
As1Fe1O4,3.063724,8.000000,33.000000,25.000000,15.166667,9.555556,8.000000,55.000000,87.000000,32.000000,81.166667,8.722222,87.000000,15.999400,74.921600,58.922200,32.460700,21.948400,15.999400,54.800000,1811.000000,1756.200000,520.033333,620.311111,54.800000,8.000000,16.000000,8.000000,14.500000,2.166667,16.000000,2.000000,4.000000,2.000000,2.666667,0.888889,2.000000,66.000000,132.000000,66.000000,85.833333,26.444444,66.000000,1.830000,3.440000,1.610000,2.961667,0.637778,3.440000,2.000000,2.000000,0.000000,2.000000,0.000000,2.000000,0.000000,4.000000,4.000000,3.166667,1.111111,4.000000,0.000000,10.000000,10.000000,2.666667,3.555556,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.000000,15.000000,9.000000,7.833333,2.444444,6.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,3.000000,1.833333,0.611111,2.000000,4.000000,4.000000,0.666667,1.111111,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,4.000000,2.000000,2.500000,0.666667,2.000000,9.105000,22.175000,13.070000,11.554167,3.540278,9.105000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.110663,2.110663,0.351777,0.586295,0.000000,12.000000,229.000000,217.000000,73.833333,82.444444,12.000000
Cl1N3Pt1S4,2.147008,7.000000,78.000000,71.000000,20.000000,12.888889,16.000000,63.000000,94.000000,31.000000,83.888889,5.901235,88.000000,14.006700,195.084000,181.077300,44.535233,33.455281,32.065000,63.050000,2041.400000,1978.350000,439.510000,355.975556,388.360000,10.000000,17.000000,7.000000,15.111111,1.209877,16.000000,2.000000,6.000000,4.000000,3.000000,0.666667,3.000000,71.000000,136.000000,65.000000,96.777778,17.185185,105.000000,2.280000,3.160000,0.880000,2.764444,0.271605,2.580000,1.000000,2.000000,1.000000,1.888889,0.197531,2.000000,0.000000,5.000000,5.000000,3.333333,0.962963,4.000000,0.000000,9.000000,9.000000,1.000000,1.777778,0.000000,0.000000,14.000000,14.000000,1.555556,2.765432,0.000000,5.000000,24.000000,19.000000,7.777778,3.604938,6.000000,0.000000,1.000000,1.000000,0.111111,0.197531,0.000000,0.000000,3.000000,3.000000,2.000000,0.666667,2.000000,1.000000,1.000000,0.111111,0.197531,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,3.000000,2.000000,2.222222,0.518519,2.000000,14.768750,25.786875,11.018125,20.774583,5.282685,25.786875,0.000000,6.437000,6.437000,3.401333,2.023778,2.202000,0.000000,0.000000,0.000000,0.000000,0.000000,64.000000,225.000000,161.000000,127.888889,65.654321,70.000000
Ge1Li4S4,3.457332,3.000000,32.000000,29.000000,12.000000,8.000000,3.000000,1.000000,88.000000,87.000000,48.333333,42.074074,1.000000,6.941000,72.640000,65.699000,25.407111,16.414321,6.941000,388.360000,1211.400000,823.040000,508.844444,156.123457,388.360000,1.000000,16.000000,15.000000,9.111111,7.209877,1.000000,2.000000,4.000000,2.000000,2.666667,0.592593,2.000000,105.000000,128.000000,23.000000,116.888889,10.567901,105.000000,0.980000,2.580000,1.600000,1.805556,0.733827,0.980000,1.000000,2.000000,1.000000,1.555556,0.493827,1.000000,0.000000,4.000000,4.000000,2.000000,1.777778,0.000000,0.000000,10.000000,10.000000,1.111111,1.975309,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,14.000000,13.000000,4.666667,3.259259,1.000000,0.000000,1.000000,1.000000,0.444444,0.493827,0.000000,0.000000,4.000000,4.000000,1.333333,1.185185,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,4.000000,3.000000,1.777778,0.691358,1.000000,16.593333,25.786875,9.193542,21.391759,4.265267,16.593333,0.000000,2.202000,2.202000,1.021222,1.049580,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,70.000000,229.000000,159.000000,157.888889,78.123457,70.000000
Cu1La3Se7Sn1,2.082286,29.000000,57.000000,28.000000,40.666667,9.722222,34.000000,13.000000,89.000000,76.000000,67.166667,27.611111,89.000000,63.546000,138.905470,75.359470,95.974367,25.254823,78.960000,494.000000,1357.770000,863.770000,741.654167,328.358889,494.000000,3.000000,16.000000,13.000000,12.166667,4.777778,16.000000,4.000000,6.000000,2.000000,4.583333,0.777778,4.000000,120.000000,207.000000,87.000000,144.333333,31.333333,120.000000,1.100000,2.550000,1.450000,2.084167,0.543472,2.550000,1.000000,2.000000,1.000000,1.916667,0.152778,2.000000,0.000000,4.000000,4.000000,2.500000,1.750000,4.000000,1.000000,10.000000,9.000000,7.750000,3.375000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,16.000000,13.000000,12.166667,4.777778,16.000000,0.000000,1.000000,1.000000,0.083333,0.152778,0.000000,0.000000,4.000000,4.000000,1.500000,1.000000,2.000000,9.000000,9.000000,2.250000,3.375000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,9.000000,8.000000,3.833333,2.611111,2.000000,11.070000,36.897500,25.827500,28.040625,5.302500,25.920000,0.000000,0.799000,0.799000,0.466083,0.388403,0.799000,0.000000,0.000000,0.000000,0.000000,0.000000,14.000000,225.000000,211.000000,87.166667,85.361111,14.000000
Au1C2Cs1N2S2,4.121359,6.000000,79.000000,73.000000,24.000000,21.500000,6.000000,5.000000,88.000000,83.000000,70.625000,17.562500,77.000000,12.010700,196.966569,184.955869,55.754603,54.590704,12.010700,63.050000,3823.000000,3759.950000,1273.467500,1290.731875,63.050000,1.000000,16.000000,15.000000,12.750000,3.375000,14.000000,2.000000,6.000000,4.000000,3.250000,1.375000,2.000000,71.000000,244.000000,173.000000,110.500000,39.750000,71.000000,0.790000,3.040000,2.250000,2.458750,0.417187,2.550000,1.000000,2.000000,1.000000,1.750000,0.375000,2.000000,0.000000,4.000000,4.000000,2.250000,1.250000,2.000000,0.000000,10.000000,10.000000,1.250000,2.187500,0.000000,0.000000,14.000000,14.000000,1.750000,3.062500,0.000000,1.000000,25.000000,24.000000,7.000000,4.500000,4.000000,0.000000,1.000000,1.000000,0.250000,0.375000,0.000000,0.000000,4.000000,4.000000,2.250000,1.250000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,4.000000,3.000000,2.500000,1.000000,2.000000,5.640000,115.765000,110.125000,28.107031,21.914492,5.640000,0.000000,6.437000,6.437000,3.283750,2.182750,2.202000,0.000000,0.000000,0.000000,0.000000,0.000000,70.000000,229.000000,159.000000,171.250000,50.625000,70.000000
Cl5Fe1N4S4,2.355744,7.000000,26.000000,19.000000,14.500000,4.285714,17.000000,55.000000,94.000000,39.000000,86.071429,6.765306,94.000000,14.006700,55.845000,41.838300,29.814057,9.032776,35.453000,63.050000,1811.000000,1747.950000,319.617143,252.336327,171.600000,8.000000,17.000000,9.000000,15.500000,1.357143,17.000000,2.000000,4.000000,2.000000,2.785714,0.448980,3.000000,71.000000,132.000000,61.000000,96.142857,14.367347,102.000000,1.830000,3.160000,1.330000,2.865000,0.310714,3.160000,2.000000,2.000000,0.000000,2.000000,0.000000,2.000000,0.000000,5.000000,5.000000,3.785714,0.989796,5.000000,0.000000,6.000000,6.000000,0.428571,0.795918,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.000000,8.000000,3.000000,6.214286,0.816327,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,3.000000,1.785714,0.816327,1.000000,4.000000,4.000000,0.285714,0.530612,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,4.000000,3.000000,2.071429,0.806122,1.000000,10.730000,25.786875,15.056875,21.102857,5.101327,24.497500,0.000000,6.437000,6.437000,3.358643,1.759061,2.493000,2.110663,2.110663,0.150762,0.279986,0.000000,64.000000,229.000000,165.000000,114.642857,61.683673,64.000000
C4H4N4O2Pt1,4.849608,1.000000,78.000000,77.000000,10.000000,9.066667,1.000000,63.000000,92.000000,29.000000,82.733333,6.080000,77.000000,1.007940,195.084000,194.076060,22.345611,23.031785,1.007940,14.010000,3823.000000,3808.990000,1183.416000,1522.176000,14.010000,1.000000,16.000000,15.000000,10.800000,5.333333,1.000000,1.000000,6.000000,5.000000,2.000000,0.533333,1.000000,31.000000,136.000000,105.000000,65.333333,18.311111,31.000000,2.200000,3.440000,1.240000,2.688000,0.388267,2.200000,1.000000,2.000000,1.000000,1.666667,0.444444,1.000000,0.000000,4.000000,4.000000,1.866667,1.244444,0.000000,0.000000,9.000000,9.000000,0.600000,1.120000,0.000000,0.000000,14.000000,14.000000,0.933333,1.742222,0.000000,1.000000,24.000000,23.000000,5.066667,2.773333,1.000000,0.000000,1.000000,1.000000,0.333333,0.444444,0.000000,0.000000,4.000000,4.000000,2.133333,1.457778,0.000000,1.000000,1.000000,0.066667,0.124444,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,4.000000,3.000000,2.533333,1.031111,1.000000,5.640000,15.020000,9.380000,9.421667,3.598222,5.640000,0.000000,7.853000,7.853000,5.009600,2.277760,4.496000,0.000000,0.000000,0.000000,0.000000,0.000000,12.000000,225.000000,213.000000,171.800000,42.613333,194.000000
La1Rb1S4Si1,3.626168,14.000000,57.000000,43.000000,24.571429,12.816327,16.000000,4.000000,88.000000,84.000000,63.857143,31.632653,88.000000,28.085500,138.905470,110.819970,54.388396,33.027565,32.065000,312.460000,1687.000000,1374.540000,677.985714,435.436735,388.360000,1.000000,16.000000,15.000000,11.714286,5.551020,16.000000,3.000000,6.000000,3.000000,3.714286,1.020408,3.000000,105.000000,220.000000,115.000000,136.857143,43.795918,105.000000,0.820000,2.580000,1.760000,2.020000,0.640000,2.580000,1.000000,2.000000,1.000000,1.857143,0.244898,2.000000,0.000000,4.000000,4.000000,2.571429,1.632653,4.000000,0.000000,1.000000,1.000000,0.142857,0.244898,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,6.000000,5.000000,4.571429,1.632653,6.000000,0.000000,1.000000,1.000000,0.142857,0.244898,0.000000,0.000000,4.000000,4.000000,1.714286,0.979592,2.000000,9.000000,9.000000,1.285714,2.204082,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,9.000000,8.000000,3.142857,1.918367,2.000000,20.440000,90.722500,70.282500,35.886786,15.956122,25.786875,0.000000,2.202000,2.202000,1.368714,0.952327,2.202000,0.000000,0.000000,0.000000,0.000000,0.000000,70.000000,229.000000,159.000000,132.857143,71.836735,70.000000
Cu2Li1O2,2.034411,3.000000,29.000000,26.000000,15.400000,10.880000,8.000000,1.000000,87.000000,86.000000,60.600000,23.840000,64.000000,6.941000,63.546000,56.605000,33.206360,24.271712,15.999400,54.800000,1357.770000,1302.970000,655.766000,561.603200,54.800000,1.000000,16.000000,15.000000,11.000000,4.000000,11.000000,2.000000,4.000000,2.000000,2.800000,0.960000,2.000000,66.000000,132.000000,66.000000,104.800000,31.040000,66.000000,0.980000,3.440000,2.460000,2.332000,0.886400,1.900000,1.000000,2.000000,1.000000,1.400000,0.480000,1.000000,0.000000,4.000000,4.000000,1.600000,1.920000,0.000000,0.000000,10.000000,10.000000,4.000000,4.800000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,11.000000,10.000000,7.000000,3.200000,6.000000,0.000000,1.000000,1.000000,0.600000,0.480000,0.000000,0.000000,2.000000,2.000000,0.800000,0.960000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,2.000000,1.000000,1.400000,0.480000,1.000000,9.105000,16.593333,7.488333,11.388667,2.081867,9.105000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12.000000,229.000000,217.000000,140.600000,102.880000,12.000000
Pt3Se8Ta2,1.224495,34.000000,78.000000,44.000000,50.153846,19.881657,34.000000,48.000000,89.000000,41.000000,76.692308,15.147929,89.000000,78.960000,195.084000,116.124000,121.448289,52.293279,78.960000,494.000000,3290.000000,2796.000000,1281.246154,968.918343,494.000000,5.000000,16.000000,11.000000,12.923077,3.786982,16.000000,4.000000,6.000000,2.000000,4.769231,0.946746,4.000000,120.000000,170.000000,50.000000,131.384615,14.011834,120.000000,1.500000,2.550000,1.050000,2.326154,0.275503,2.550000,1.000000,2.000000,1.000000,1.769231,0.355030,2.000000,0.000000,4.000000,4.000000,2.461538,1.893491,4.000000,3.000000,10.000000,7.000000,8.692308,1.751479,10.000000,0.000000,14.000000,14.000000,5.384615,6.627219,0.000000,16.000000,24.000000,8.000000,18.307692,2.840237,16.000000,0.000000,1.000000,1.000000,0.230769,0.355030,0.000000,0.000000,2.000000,2.000000,1.230769,0.946746,2.000000,7.000000,7.000000,1.307692,1.751479,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,7.000000,5.000000,2.769231,1.301775,2.000000,15.020000,25.920000,10.900000,22.204615,4.572781,25.920000,0.000000,0.799000,0.799000,0.491692,0.378225,0.799000,0.000000,0.000000,0.000000,0.000000,0.000000,14.000000,229.000000,215.000000,95.769231,100.639053,14.000000
Fe7Na1O24P6,1.109190,8.000000,26.000000,18.000000,12.500000,5.763158,8.000000,2.000000,87.000000,85.000000,78.236842,12.573407,87.000000,15.999400,55.845000,39.845600,25.887709,12.643019,15.999400,54.800000,1811.000000,1756.200000,428.075526,509.498490,54.800000,1.000000,16.000000,15.000000,13.973684,2.883657,16.000000,2.000000,4.000000,2.000000,2.552632,0.698061,2.000000,66.000000,166.000000,100.000000,87.263158,26.858726,66.000000,0.930000,3.440000,2.510000,2.880000,0.707368,3.440000,1.000000,2.000000,1.000000,1.973684,0.051247,2.000000,0.000000,4.000000,4.000000,3.000000,1.263158,4.000000,0.000000,6.000000,6.000000,1.105263,1.803324,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,8.000000,7.000000,6.078947,0.707756,6.000000,0.000000,1.000000,1.000000,0.026316,0.051247,0.000000,0.000000,3.000000,3.000000,1.736842,0.731302,2.000000,4.000000,4.000000,0.736842,1.202216,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,4.000000,3.000000,2.500000,0.710526,2.000000,9.105000,29.243333,20.138333,12.060388,4.223265,9.105000,0.000000,1.625000,1.625000,0.256579,0.432133,0.000000,2.110663,2.110663,0.388806,0.634368,0.000000,2.000000,229.000000,227.000000,56.105263,72.797784,12.000000
Ag1As1Se2,0.324716,33.000000,47.000000,14.000000,37.000000,5.000000,34.000000,65.000000,89.000000,24.000000,81.750000,8.375000,89.000000,74.921600,107.868200,32.946600,85.177450,11.345375,78.960000,494.000000,1234.930000,740.930000,828.232500,334.232500,494.000000,11.000000,16.000000,5.000000,14.500000,1.750000,16.000000,4.000000,5.000000,1.000000,4.250000,0.375000,4.000000,119.000000,145.000000,26.000000,126.000000,9.500000,120.000000,1.930000,2.550000,0.620000,2.302500,0.247500,2.550000,1.000000,2.000000,1.000000,1.750000,0.375000,2.000000,0.000000,4.000000,4.000000,2.750000,1.375000,4.000000,10.000000,10.000000,0.000000,10.000000,0.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11.000000,16.000000,5.000000,14.500000,1.750000,16.000000,0.000000,1.000000,1.000000,0.250000,0.375000,0.000000,0.000000,3.000000,3.000000,1.750000,0.875000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,3.000000,2.000000,2.000000,0.500000,2.000000,16.330000,25.920000,9.590000,22.586250,3.333750,25.920000,0.000000,0.799000,0.799000,0.399500,0.399500,0.799000,0.000000,0.000000,0.000000,0.000000,0.000000,14.000000,225.000000,211.000000,104.750000,90.750000,14.000000
Cl4Ti1,4.466968,17.000000,22.000000,5.000000,18.000000,1.600000,17.000000,43.000000,94.000000,51.000000,83.800000,16.320000,94.000000,35.453000,47.867000,12.414000,37.935800,3.972480,35.453000,171.600000,1941.000000,1769.400000,525.480000,566.208000,171.600000,4.000000,17.000000,13.000000,14.400000,4.160000,17.000000,3.000000,4.000000,1.000000,3.200000,0.320000,3.000000,102.000000,160.000000,58.000000,113.600000,18.560000,102.000000,1.540000,3.160000,1.620000,2.836000,0.518400,3.160000,2.000000,2.000000,0.000000,2.000000,0.000000,2.000000,0.000000,5.000000,5.000000,4.000000,1.600000,5.000000,0.000000,2.000000,2.000000,0.400000,0.640000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.000000,7.000000,3.000000,6.400000,0.960000,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.800000,0.320000,1.000000,8.000000,8.000000,1.600000,2.560000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,8.000000,7.000000,2.400000,2.240000,1.000000,16.690000,24.497500,7.807500,22.936000,2.498400,24.497500,0.000000,2.493000,2.493000,1.994400,0.797760,2.493000,0.000023,0.000023,0.000005,0.000007,0.000000,64.000000,194.000000,130.000000,90.000000,41.600000,64.000000
Ba1Br2H2O7,5.745708,1.000000,56.000000,55.000000,15.333333,13.333333,8.000000,9.000000,95.000000,86.000000,82.666667,12.277778,87.000000,1.007940,137.327000,136.319060,34.262223,32.391388,15.999400,14.010000,1000.000000,985.990000,161.935000,174.299167,54.800000,1.000000,17.000000,16.000000,12.500000,5.583333,16.000000,1.000000,6.000000,5.000000,2.500000,1.083333,2.000000,31.000000,215.000000,184.000000,81.583333,35.041667,66.000000,0.890000,3.440000,2.550000,2.940833,0.588750,3.440000,1.000000,2.000000,1.000000,1.833333,0.277778,2.000000,0.000000,5.000000,5.000000,3.166667,1.583333,4.000000,0.000000,10.000000,10.000000,1.666667,2.777778,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,17.000000,16.000000,6.666667,3.444444,6.000000,0.000000,1.000000,1.000000,0.166667,0.277778,0.000000,0.000000,2.000000,2.000000,1.333333,0.777778,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,2.000000,1.500000,0.583333,2.000000,6.615000,63.590000,56.975000,16.626250,12.111875,9.105000,0.000000,7.853000,7.853000,1.551667,2.100444,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12.000000,229.000000,217.000000,69.083333,68.291667,12.000000
Co3O8P2,4.606033,8.000000,27.000000,19.000000,13.461538,6.721893,8.000000,58.000000,87.000000,29.000000,79.692308,10.011834,87.000000,15.999400,58.933195,42.933795,28.210947,15.029596,15.999400,54.800000,1768.000000,1713.200000,490.538462,589.597633,54.800000,9.000000,16.000000,7.000000,14.230769,2.414201,16.000000,2.000000,4.000000,2.000000,2.615385,0.757396,2.000000,66.000000,126.000000,60.000000,86.153846,24.804734,66.000000,1.880000,3.440000,1.560000,2.887692,0.679763,3.440000,2.000000,2.000000,0.000000,2.000000,0.000000,2.000000,0.000000,4.000000,4.000000,2.923077,1.349112,4.000000,0.000000,7.000000,7.000000,1.615385,2.485207,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.000000,9.000000,4.000000,6.538462,1.136095,6.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,3.000000,1.692308,0.781065,2.000000,3.000000,3.000000,0.692308,1.065089,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,3.000000,1.000000,2.384615,0.473373,2.000000,9.105000,22.570238,13.465238,11.439652,3.424796,9.105000,0.000000,1.625000,1.625000,0.250000,0.423077,0.000000,1.548471,1.548471,0.357340,0.549753,0.000000,2.000000,194.000000,192.000000,52.461538,65.325444,12.000000
